Site,Date,Turbidity(NTU) at 12AM,Turbidity(NTU) at 4AM,Turbidity(NTU) at 8AM,Turbidity(NTU) at 12PM,Turbidity(NTU) at 4PM,Turbidity(NTU) at 8PM,Average 24hrTurbidity(NTU),"Coliform, Fecal(fc/100mL)"
DEL18DT,2019-08-06,0.6,0.65,0.65,0.7,0.7,0.65,0.66,E3
DEL18DT,2019-08-07,0.75,0.7,0.75,0.65,0.65,0.65,0.69,E3
DEL18DT,2019-08-08,0.65,0.65,0.75,0.75,0.8,0.75,0.73,E1
DEL18DT,2019-08-09,0.75,0.7,0.75,0.65,0.65,0.65,0.69,<1
DEL18DT,2019-08-10,0.7,0.75,0.75,0.75,0.7,0.75,0.73,E3
DEL18DT,2019-08-11,0.75,0.7,0.7,0.75,0.65,0.65,0.7,E1
DEL18DT,2019-08-12,0.7,0.7,0.7,0.7,0.65,0.75,0.7,<1
DEL18DT,2019-08-13,0.75,0.8,0.8,0.75,0.7,0.7,0.75,E2
DEL18DT,2019-08-14,0.65,0.7,0.6,0.85,0.85,0.75,0.73,<1
DEL18DT,2019-08-15,0.85,0.75,0.75,0.65,0.7,0.8,0.75,<1
DEL18DT,2019-08-16,0.65,0.65,0.75,0.8,0.8,0.75,0.73,<1
DEL18DT,2019-08-17,0.75,0.75,0.75,0.75,0.75,0.8,0.76,E1
DEL18DT,2019-08-18,0.75,0.75,0.8,0.8,0.85,0.8,0.79,<1
DEL18DT,2019-08-19,0.8,0.75,0.85,0.8,0.9,0.9,0.83,<1
DEL18DT,2019-08-20,0.9,0.8,0.85,0.85,0.9,0.8,0.85,<1
DEL18DT,2019-08-21,0.8,0.75,0.8,0.9,0.95,0.95,0.86,E2
DEL18DT,2019-08-22,0.8,0.9,0.85,0.85,0.8,0.85,0.84,<1
DEL18DT,2019-08-23,0.8,0.95,0.85,0.65,0.7,0.7,0.78,E2
DEL18DT,2019-08-24,0.75,0.7,0.7,0.75,0.75,0.8,0.74,<1
DEL18DT,2019-08-25,0.75,0.8,0.8,0.8,0.75,0.75,0.78,E1
DEL18DT,2019-08-26,0.8,0.75,0.75,0.75,0.7,0.8,0.76,E1
DEL18DT,2019-08-27,0.8,0.95,0.95,0.85,0.8,0.85,0.87,<1
DEL18DT,2019-08-28,0.95,0.95,0.8,0.85,0.75,0.85,0.86,<1
DEL18DT,2019-08-29,0.85,0.85,0.85,0.8,0.8,0.85,0.83,E4
DEL18DT,2019-08-30,0.8,0.8,0.9,0.9,1,0.95,0.89,<1
DEL18DT,2019-08-31,0.9,0.85,0.85,0.75,0.75,0.7,0.8,E1
DEL18DT,2019-09-01,0.75,0.8,0.85,0.75,0.75,0.75,0.78,E4
DEL18DT,2019-09-02,0.85,0.85,0.85,0.8,0.75,0.95,0.84,E1
DEL18DT,2019-09-03,0.8,0.75,0.8,0.7,0.9,0.75,0.78,E2
DEL18DT,2019-09-04,0.85,0.8,0.85,0.85,0.85,0.85,0.84,E3
DEL18DT,2019-09-05,0.85,0.85,0.85,0.8,0.8,0.85,0.83,E1
DEL18DT,2019-09-06,0.85,1,0.95,0.85,0.85,1,0.92,<1
DEL18DT,2019-09-07,0.65,0.65,0.75,0.75,0.65,0.65,0.68,<1
DEL18DT,2019-09-08,0.6,0.65,0.6,0.65,0.75,0.7,0.66,<1
DEL18DT,2019-09-09,0.75,0.7,0.75,0.65,0.65,0.85,0.73,E2
DEL18DT,2019-09-10,0.85,0.9,0.85,0.85,0.75,0.8,0.83,<1
DEL18DT,2019-09-11,0.85,0.8,0.9,0.8,0.75,0.75,0.81,<1
DEL18DT,2019-09-12,0.75,0.8,0.8,0.85,0.85,0.8,0.81,E3
DEL18DT,2019-09-13,0.8,0.8,0.8,0.8,0.8,0.8,0.8,<1
DEL18DT,2019-09-14,0.8,0.85,0.9,0.85,0.95,0.9,0.88,E1
DEL18DT,2019-09-15,0.85,0.85,0.85,0.75,0.85,0.75,0.82,E1
DEL18DT,2019-09-16,0.75,0.75,0.8,0.75,0.7,0.75,0.75,E3
DEL18DT,2019-09-17,0.6,0.65,0.65,0.85,0.85,0.7,0.72,E2
DEL18DT,2019-09-18,0.85,0.85,0.85,0.85,0.8,0.75,0.83,E1
DEL18DT,2019-09-19,0.8,0.8,0.9,0.8,0.85,0.9,0.84,E1
DEL18DT,2019-09-20,0.85,0.9,0.8,0.75,0.8,0.75,0.81,E1
DEL18DT,2019-09-21,0.65,0.8,0.75,0.85,0.75,0.8,0.77,<1
DEL18DT,2019-09-22,0.8,0.75,0.7,0.75,0.7,0.8,0.75,<1
DEL18DT,2019-09-23,0.8,0.8,0.8,0.75,0.65,0.7,0.75,E1
DEL18DT,2019-09-24,0.9,0.8,0.75,0.75,0.7,0.8,0.78,<1
DEL18DT,2019-09-25,0.75,0.7,0.75,0.75,0.8,0.8,0.76,E2
DEL18DT,2019-09-26,0.55,0.55,0.6,0.6,0.7,0.6,0.6,<1
DEL18DT,2019-09-27,0.6,0.6,0.6,0.55,0.55,0.55,0.58,<1
DEL18DT,2019-09-28,0.6,0.55,0.55,0.7,0.65,0.55,0.6,E2
DEL18DT,2019-09-29,0.5,0.6,0.55,0.55,0.55,0.55,0.55,<1
DEL18DT,2019-09-30,0.5,0.55,0.55,0.45,0.55,0.55,0.53,E1
DEL18DT,2019-09-21,0.65,0.8,0.75,0.85,0.75,0.8,0.77,<1
DEL18DT,2019-09-16,0.75,0.75,0.8,0.75,0.7,0.75,0.75,E3
DEL18DT,2019-09-12,0.75,0.8,0.8,0.85,0.85,0.8,0.81,E3
DEL18DT,2019-09-30,0.5,0.55,0.55,0.45,0.55,0.55,0.53,E1
DEL18DT,2019-09-08,0.6,0.65,0.6,0.65,0.75,0.7,0.66,<1
DEL18DT,2019-09-02,0.85,0.85,0.85,0.8,0.75,0.95,0.84,E1
DEL18DT,2019-09-28,0.6,0.55,0.55,0.7,0.65,0.55,0.6,E2
DEL18DT,2019-09-27,0.6,0.6,0.6,0.55,0.55,0.55,0.58,<1
DEL18DT,2019-09-01,0.75,0.8,0.85,0.75,0.75,0.75,0.78,E4
DEL18DT,2019-09-24,0.9,0.8,0.75,0.75,0.7,0.8,0.78,<1
DEL18DT,2019-09-26,0.55,0.55,0.6,0.6,0.7,0.6,0.6,<1
DEL18DT,2019-09-14,0.8,0.85,0.9,0.85,0.95,0.9,0.88,E1
DEL18DT,2019-09-15,0.85,0.85,0.85,0.75,0.85,0.75,0.82,E1
DEL18DT,2019-09-23,0.8,0.8,0.8,0.75,0.65,0.7,0.75,E1
DEL18DT,2019-09-18,0.85,0.85,0.85,0.85,0.8,0.75,0.83,E1
DEL18DT,2019-09-13,0.8,0.8,0.8,0.8,0.8,0.8,0.8,<1
DEL18DT,2019-09-05,0.85,0.85,0.85,0.8,0.8,0.85,0.83,E1
DEL18DT,2019-09-20,0.85,0.9,0.8,0.75,0.8,0.75,0.81,E1
DEL18DT,2019-09-22,0.8,0.75,0.7,0.75,0.7,0.8,0.75,<1
DEL18DT,2019-09-09,0.75,0.7,0.75,0.65,0.65,0.85,0.73,E2
DEL18DT,2019-09-25,0.75,0.7,0.75,0.75,0.8,0.8,0.76,E2
DEL18DT,2019-09-17,0.6,0.65,0.65,0.85,0.85,0.7,0.72,E2
DEL18DT,2019-09-10,0.85,0.9,0.85,0.85,0.75,0.8,0.83,<1
DEL18DT,2019-09-03,0.8,0.75,0.8,0.7,0.9,0.75,0.78,E2
DEL18DT,2019-09-06,0.85,1,0.95,0.85,0.85,1,0.92,<1
DEL18DT,2019-09-19,0.8,0.8,0.9,0.8,0.85,0.9,0.84,E1
DEL18DT,2019-09-29,0.5,0.6,0.55,0.55,0.55,0.55,0.55,<1
DEL18DT,2019-09-11,0.85,0.8,0.9,0.8,0.75,0.75,0.81,<1
DEL18DT,2019-09-07,0.65,0.65,0.75,0.75,0.65,0.65,0.68,<1
DEL18DT,2019-09-04,0.85,0.8,0.85,0.85,0.85,0.85,0.84,E3
DEL18DT,2019-10-01,0.5,0.55,0.6,0.5,0.5,0.7,0.56,E1
DEL18DT,2019-10-02,0.7,0.8,0.8,0.85,0.7,0.75,0.77,<1
DEL18DT,2019-10-03,0.8,0.75,0.65,0.7,0.65,0.75,0.72,E2
DEL18DT,2019-10-04,0.75,0.7,0.75,0.6,0.75,0.75,0.72,<1
DEL18DT,2019-10-05,0.65,0.7,0.75,0.75,0.75,0.75,0.73,E3
DEL18DT,2019-10-06,0.75,0.8,0.8,0.8,0.85,0.75,0.79,E3
DEL18DT,2019-10-07,0.85,0.8,0.8,0.7,0.75,0.6,0.75,E4
DEL18DT,2019-10-08,0.65,0.65,0.6,0.7,0.75,0.7,0.68,<1
DEL18DT,2019-10-09,0.8,0.8,0.7,0.8,0.8,0.8,0.78,E1
DEL18DT,2019-10-10,0.8,0.8,0.8,0.85,0.7,0.75,0.78,E3
DEL18DT,2019-10-11,0.8,0.85,1,0.8,0.85,0.85,0.86,<1
DEL18DT,2019-10-12,0.6,0.55,0.6,0.6,0.6,0.65,0.6,<1
DEL18DT,2019-10-13,0.65,0.65,0.6,0.6,0.6,0.65,0.63,E1
DEL18DT,2019-10-14,0.55,0.55,0.55,0.7,0.7,0.7,0.63,E2
DEL18DT,2019-10-15,0.7,0.6,0.7,0.55,0.6,0.6,0.63,<1
DEL18DT,2019-10-16,0.6,0.6,0.6,0.6,0.65,0.65,0.62,E1
DEL18DT,2019-10-17,0.65,0.7,0.65,0.65,0.65,0.65,0.66,E7
DEL18DT,2019-10-18,0.6,0.65,0.7,0.6,0.65,0.65,0.64,E4
DEL18DT,2019-10-19,0.65,0.65,0.65,0.65,0.65,0.7,0.66,E7
DEL18DT,2019-10-20,0.65,0.65,0.7,0.65,0.65,0.65,0.66,E5
DEL18DT,2019-10-21,0.65,0.6,0.65,0.8,0.8,0.55,0.68,E5
DEL18DT,2019-10-22,0.55,0.7,0.75,0.6,0.6,0.65,0.64,E6
DEL18DT,2019-10-23,0.6,0.6,0.65,0.8,0.6,0.65,0.65,E5
DEL18DT,2019-10-24,0.65,0.65,0.65,0.65,0.65,0.65,0.65,E1
DEL18DT,2019-10-25,0.6,0.8,0.7,0.6,0.65,0.65,0.67,<1
DEL18DT,2019-10-26,0.65,0.65,0.6,0.75,0.75,0.65,0.68,E1
DEL18DT,2019-10-27,0.7,0.6,0.75,0.65,0.65,0.7,0.68,E2
DEL18DT,2019-10-28,0.65,0.7,0.7,0.65,0.65,0.6,0.66,E6
DEL18DT,2019-10-29,0.65,0.7,0.65,0.65,0.6,0.7,0.66,E5
DEL18DT,2019-10-30,0.65,0.7,0.75,0.6,0.65,0.6,0.66,E4
DEL18DT,2019-10-31,0.65,0.6,0.65,0.65,0.65,0.65,0.64,E4
DEL18DT,2020-12-04,0.7,0.8,0.8,0.75,0.8,0.75,0.77,E1
DEL18DT,2020-12-02,0.8,0.8,0.85,0.75,0.75,0.75,0.78,E1
DEL18DT,2020-12-29,0.75,0.8,0.8,0.75,0.9,0.95,0.83,E6
DEL18DT,2020-12-14,0.7,0.75,0.75,0.65,0.8,0.7,0.73,E1
DEL18DT,2020-12-20,0.8,0.8,0.8,0.7,0.7,0.8,0.77,E1
DEL18DT,2020-12-21,0.75,0.85,0.85,0.9,0.7,0.75,0.8,<1
DEL18DT,2020-12-13,0.65,0.7,0.7,0.7,0.7,0.75,0.7,E3
DEL18DT,2020-12-03,0.85,0.75,0.8,0.75,0.75,0.8,0.78,E2
DEL18DT,2020-12-01,0.8,0.8,0.65,0.95,0.75,0.8,0.79,<1
DEL18DT,2020-12-26,0.75,0.75,0.8,1,0.9,0.9,0.85,E5
DEL18DT,2020-12-25,0.65,0.8,0.65,0.6,1.2,0.85,0.79,E1
DEL18DT,2020-12-22,0.7,0.7,0.7,0.75,0.75,0.75,0.73,E1
DEL18DT,2020-12-18,0.7,0.65,0.7,0.7,0.7,0.65,0.68,E3
DEL18DT,2020-12-05,0.75,0.7,0.75,0.7,0.7,0.7,0.72,E1
DEL18DT,2020-12-07,0.85,0.85,0.8,0.7,0.7,0.7,0.77,<1
DEL18DT,2020-12-11,0.8,0.75,0.8,0.75,0.8,0.75,0.78,<1
DEL18DT,2020-12-19,0.75,0.8,0.75,0.8,0.8,0.8,0.78,E2
DEL18DT,2020-12-23,0.8,0.8,0.7,0.7,0.7,0.75,0.74,E3
DEL18DT,2020-12-27,0.9,0.9,0.85,0.9,0.85,0.9,0.88,E7
DEL18DT,2020-12-06,0.7,0.7,0.7,0.85,0.8,0.75,0.75,E1
DEL18DT,2020-12-17,0.7,0.75,0.7,0.65,0.65,0.65,0.68,E3
DEL18DT,2020-12-24,0.7,0.7,0.7,0.75,0.7,0.7,0.71,<1
DEL18DT,2020-12-16,0.75,0.7,0.75,0.95,0.7,0.7,0.76,<1
DEL18DT,2020-12-30,0.85,0.8,0.8,0.75,0.8,0.85,0.81,E7
DEL18DT,2020-12-09,0.7,0.75,0.75,0.8,0.7,0.65,0.73,E1
DEL18DT,2020-12-28,0.85,0.75,0.75,0.8,0.75,0.8,0.78,E2
DEL18DT,2020-12-08,0.7,0.75,0.7,0.65,0.8,0.85,0.74,E1
DEL18DT,2020-12-15,0.7,0.75,0.7,0.7,0.7,0.75,0.72,E1
DEL18DT,2020-12-31,0.85,0.8,0.85,0.65,0.65,0.65,0.74,<1
DEL18DT,2020-12-12,0.7,0.7,0.75,0.7,0.65,0.7,0.7,<1
DEL18DT,2020-12-10,0.75,0.75,19,0.75,0.75,0.75,3.79,<1
DEL18DT,2021-01-17,0.85,0.9,0.9,0.85,0.9,0.85,0.88,<1
DEL18DT,2021-01-20,0.8,0.85,0.85,0.75,0.85,0.9,0.83,E1
DEL18DT,2021-01-10,0.55,0.55,0.55,0.65,0.65,0.65,0.6,E2
DEL18DT,2021-01-09,0.5,0.55,0.6,0.5,0.5,0.5,0.53,<1
DEL18DT,2021-01-23,0.75,0.85,0.85,0.9,0.85,0.85,0.84,<1
DEL18DT,2021-01-13,1,1,1,0.95,0.85,0.85,0.94,<1
DEL18DT,2021-01-04,0.55,0.55,0.55,0.55,0.6,0.6,0.57,E3
DEL18DT,2021-01-08,0.55,0.6,0.6,0.5,0.55,0.55,0.56,E1
DEL18DT,2021-01-30,0.85,0.85,0.85,0.8,0.8,0.85,0.83,<1
DEL18DT,2021-01-11,0.6,0.6,0.65,0.95,0.85,0.95,0.77,<1
DEL18DT,2021-01-14,0.85,0.8,1,0.85,0.75,0.75,0.83,<1
DEL18DT,2021-01-07,0.6,0.6,0.6,0.55,0.55,0.55,0.58,E1
DEL18DT,2021-01-24,0.95,0.85,0.9,0.9,0.9,0.9,0.9,E1
DEL18DT,2021-01-26,0.75,0.8,0.8,0.85,0.9,0.85,0.83,<1
DEL18DT,2021-01-15,0.85,0.75,0.85,0.8,0.9,0.9,0.84,<1
DEL18DT,2021-01-12,1,0.95,0.95,1.1,1,1,1,<1
DEL18DT,2021-01-31,0.85,0.8,0.85,0.8,0.85,0.85,0.83,E3
DEL18DT,2021-01-02,0.6,0.65,0.65,0.55,0.6,0.6,0.61,<1
DEL18DT,2021-01-27,0.9,0.9,0.8,0.85,1,0.85,0.88,E2
DEL18DT,2021-01-16,1,1,1,0.9,0.95,0.9,0.96,E1
DEL18DT,2021-01-06,0.55,0.55,0.55,0.65,0.6,0.65,0.59,E3
DEL18DT,2021-01-18,0.8,0.8,0.9,0.8,0.8,0.85,0.83,E3
DEL18DT,2021-01-05,0.55,0.55,0.55,0.65,0.6,0.55,0.58,E1
DEL18DT,2021-01-29,0.9,0.85,0.8,0.9,0.9,0.85,0.87,E2
DEL18DT,2021-01-01,0.65,0.65,0.65,0.65,0.55,0.6,0.63,E4
DEL18DT,2021-01-19,0.85,0.85,0.85,0.8,0.8,0.85,0.83,E1
DEL18DT,2021-01-03,0.55,0.55,0.55,0.5,0.55,0.6,0.55,E4
DEL18DT,2021-01-25,0.85,0.8,0.95,0.85,0.8,0.8,0.84,<1
DEL18DT,2021-01-21,0.9,0.9,0.9,0.9,0.8,0.8,0.87,<1
DEL18DT,2021-01-22,0.85,0.8,0.9,0.8,0.8,0.8,0.83,<1
DEL18DT,2021-01-28,0.85,0.8,0.9,0.75,0.8,0.85,0.83,<1
DEL18DT,2021-02-04,0.8,0.8,0.8,0.8,0.85,0.85,0.82,E2
DEL18DT,2021-02-24,0.7,0.7,0.7,0.75,0.7,0.75,0.72,<1
DEL18DT,2021-02-08,0.75,0.75,0.8,0.8,0.85,0.8,0.79,E1
DEL18DT,2021-02-09,0.85,0.8,0.85,0.75,0.75,0.75,0.79,E1
DEL18DT,2021-02-11,0.8,0.8,0.8,0.75,0.75,0.85,0.79,E3
DEL18DT,2021-02-26,0.65,0.6,0.65,0.7,0.7,0.65,0.66,E3
DEL18DT,2021-02-17,0.75,0.75,0.75,0.75,0.7,0.75,0.74,E6
DEL18DT,2021-02-19,0.75,0.7,0.75,0.75,0.75,0.7,0.73,E1
DEL18DT,2021-02-23,0.8,0.75,0.75,0.7,0.7,0.7,0.73,E1
DEL18DT,2021-02-05,0.85,0.85,0.85,0.8,0.75,0.8,0.82,E3
DEL18DT,2021-02-02,0.9,0.9,0.85,0.85,0.85,0.85,0.87,E1
DEL18DT,2021-02-03,0.8,0.8,0.85,0.7,0.75,0.75,0.78,E1
DEL18DT,2021-02-12,0.8,0.8,0.75,0.8,0.75,0.8,0.78,E3
DEL18DT,2021-02-22,0.8,0.8,0.75,0.75,0.8,0.85,0.79,E3
DEL18DT,2021-02-28,0.6,0.6,0.6,0.6,0.65,0.6,0.61,E2
DEL18DT,2021-02-07,0.8,0.75,0.8,0.8,0.8,0.85,0.8,E1
DEL18DT,2021-02-01,0.85,0.85,0.85,0.9,0.85,0.95,0.88,E1
DEL18DT,2021-02-18,0.8,0.85,0.8,0.7,0.75,0.75,0.78,E4
DEL18DT,2021-02-06,0.85,0.75,0.8,0.75,0.8,0.85,0.8,E1
DEL18DT,2021-02-13,0.8,0.75,0.8,0.75,0.75,0.7,0.76,E6
DEL18DT,2021-02-15,0.7,0.75,0.75,0.75,0.75,0.8,0.75,E3
DEL18DT,2021-02-14,0.75,0.75,0.75,0.75,0.75,0.7,0.74,E7
DEL18DT,2021-02-10,0.75,0.75,0.75,0.75,0.75,0.8,0.76,E4
DEL18DT,2021-02-25,0.7,0.7,0.65,0.65,0.65,0.65,0.67,E3
DEL18DT,2021-02-21,0.75,0.75,0.75,0.8,0.75,0.8,0.77,E1
DEL18DT,2021-02-20,0.75,0.75,0.7,0.8,0.75,0.7,0.74,E3
DEL18DT,2021-02-27,0.65,0.65,0.65,0.6,0.6,0.65,0.63,<1
DEL18DT,2021-02-16,0.75,0.75,0.75,0.75,0.75,0.75,0.75,E4
DEL18DT,2021-03-21,0.9,0.9,0.85,0.9,0.8,0.9,0.88,<1
DEL18DT,2021-03-16,0.7,0.75,0.75,0.8,0.8,0.8,0.77,<1
DEL18DT,2021-03-04,0.75,0.8,0.75,0.8,0.9,0.85,0.81,<1
DEL18DT,2021-03-22,0.9,1,0.9,0.9,0.85,1,0.93,<1
DEL18DT,2021-03-26,1.1,1.1,1,1,1,0.95,1.03,<1
DEL18DT,2021-03-15,0.85,0.75,0.75,0.85,0.75,0.75,0.78,E3
DEL18DT,2021-03-20,0.9,0.9,1,0.9,0.95,0.95,0.93,<1
DEL18DT,2021-03-13,0.85,0.85,0.85,0.8,0.8,0.85,0.83,E1
DEL18DT,2021-03-07,0.8,0.8,0.8,0.85,0.95,1,0.87,E2
DEL18DT,2021-03-10,0.85,0.85,0.9,0.8,1,0.85,0.88,<1
DEL18DT,2021-03-08,0.95,0.9,1,0.75,0.75,0.8,0.86,E2
DEL18DT,2021-03-12,0.8,0.8,0.9,0.8,0.8,0.85,0.83,<1
DEL18DT,2021-03-02,0.7,0.7,0.7,0.7,0.65,0.7,0.69,E1
DEL18DT,2021-03-29,0.9,0.9,0.9,0.9,0.9,0.95,0.91,E1
DEL18DT,2021-03-09,0.8,0.8,0.8,0.85,0.9,0.85,0.83,E3
DEL18DT,2021-03-11,0.85,0.85,0.8,0.9,0.85,0.75,0.83,E2
DEL18DT,2021-03-17,0.75,0.8,0.8,0.75,0.8,0.7,0.77,E2
DEL18DT,2021-03-19,0.85,0.95,0.95,0.85,0.95,0.9,0.91,<1
DEL18DT,2021-03-06,0.85,0.8,0.8,0.75,0.75,0.8,0.79,E2
DEL18DT,2021-03-27,0.95,1,0.95,0.9,0.95,0.9,0.94,E1
DEL18DT,2021-03-18,0.75,0.75,0.8,0.85,0.85,0.85,0.81,E2
DEL18DT,2021-03-31,0.95,0.95,0.95,0.95,0.9,0.9,0.93,<1
DEL18DT,2021-03-14,0.8,0.8,0.85,0.85,0.8,0.75,0.81,<1
DEL18DT,2021-03-30,0.95,0.95,1,0.9,0.9,0.9,0.93,E1
DEL18DT,2021-03-01,0.65,0.6,0.65,0.7,0.7,0.7,0.67,E4
DEL18DT,2021-03-25,0.95,0.9,1,1.2,1.2,1.1,1.06,E1
DEL18DT,2021-03-23,0.9,0.85,0.95,0.9,0.9,0.9,0.9,<1
DEL18DT,2021-03-03,0.7,0.65,0.75,0.7,0.85,0.8,0.74,E2
DEL18DT,2021-03-05,0.85,0.85,0.85,0.85,0.8,0.8,0.83,<1
DEL18DT,2021-03-24,0.9,0.9,0.9,0.85,0.8,0.8,0.86,E1
DEL18DT,2021-03-28,0.9,0.9,0.9,0.9,0.95,0.95,0.92,<1
DEL18DT,2021-04-15,0.7,0.8,0.8,0.7,0.7,0.7,0.73,<1
DEL18DT,2021-04-09,0.8,0.9,0.85,0.85,0.9,0.9,0.87,<1
DEL18DT,2021-04-12,1,0.85,1.1,0.75,0.8,0.8,0.88,<1
DEL18DT,2021-04-23,0.8,0.8,0.8,0.7,0.75,0.7,0.76,<1
DEL18DT,2021-04-30,0.7,0.8,0.8,0.75,0.7,0.85,0.77,<1
DEL18DT,2021-04-20,0.75,0.75,0.8,0.8,0.8,0.8,0.78,<1
DEL18DT,2021-04-13,0.75,0.8,0.8,0.8,0.85,0.9,0.82,<1
DEL18DT,2021-04-18,0.75,0.75,0.7,0.75,0.8,0.8,0.76,E1
DEL18DT,2021-04-21,0.85,0.8,0.8,0.75,0.7,0.7,0.77,<1
DEL18DT,2021-04-11,0.85,0.85,0.85,0.9,0.9,0.85,0.87,<1
DEL18DT,2021-04-19,0.75,0.75,0.75,0.75,0.7,0.75,0.74,<1
DEL18DT,2021-04-10,0.85,0.9,0.9,0.85,0.85,0.9,0.88,<1
DEL18DT,2021-04-07,0.85,0.85,0.85,1,0.9,0.9,0.89,<1
DEL18DT,2021-04-27,0.75,0.7,0.65,0.8,0.75,0.8,0.74,<1
DEL18DT,2021-04-08,0.9,0.85,0.85,1,0.85,0.85,0.88,<1
DEL18DT,2021-04-01,0.9,0.9,1,0.9,1,0.95,0.94,<1
DEL18DT,2021-04-04,0.9,0.9,0.95,0.9,0.85,0.9,0.9,<1
DEL18DT,2021-04-06,0.85,0.95,0.9,0.85,0.85,0.85,0.88,<1
DEL18DT,2021-04-24,0.8,0.7,0.75,0.7,0.75,0.75,0.74,<1
DEL18DT,2021-04-16,0.75,0.75,0.75,0.75,0.8,0.8,0.77,E8
DEL18DT,2021-04-29,0.75,0.65,0.65,0.75,0.75,0.7,0.71,<1
DEL18DT,2021-04-05,0.85,0.9,0.85,0.8,0.85,0.85,0.85,<1
DEL18DT,2021-04-17,0.8,0.8,0.8,0.8,0.8,0.75,0.79,E1
DEL18DT,2021-04-03,0.85,0.85,0.9,0.9,0.9,0.9,0.88,E1
DEL18DT,2021-04-02,0.9,1,1,0.9,0.85,0.85,0.92,<1
DEL18DT,2021-04-25,0.75,0.75,0.7,0.75,0.65,0.75,0.73,<1
DEL18DT,2021-04-26,0.7,0.75,0.65,0.75,0.7,0.7,0.71,E1
DEL18DT,2021-04-14,0.85,0.8,0.8,0.7,0.75,0.75,0.78,<1
DEL18DT,2021-04-22,0.7,0.65,0.85,0.75,0.8,0.75,0.75,<1
DEL18DT,2021-04-28,0.85,0.75,0.7,0.65,0.75,0.7,0.73,<1
DEL18DT,2021-05-06,0.75,0.8,0.85,0.7,0.7,0.65,0.74,<1
DEL18DT,2021-05-19,0.85,0.8,0.85,1,0.95,0.9,0.89,E2
DEL18DT,2021-05-24,0.9,0.9,0.9,1.4,1.5,1.3,1.15,E3
DEL18DT,2021-05-31,0.85,0.95,0.95,0.95,1.3,1.3,1.05,E4
DEL18DT,2021-05-25,1.3,1.4,1.3,1.2,1.3,1.4,1.32,E2
DEL18DT,2021-05-08,0.85,0.8,0.75,0.65,0.7,0.65,0.73,<1
DEL18DT,2021-05-14,0.75,0.8,0.8,0.8,0.75,0.8,0.78,<1
DEL18DT,2021-05-20,1,1,1,0.75,0.85,0.9,0.92,E1
DEL18DT,2021-05-04,0.8,0.8,0.8,0.75,0.85,0.85,0.81,<1
DEL18DT,2021-05-05,0.85,0.8,0.8,0.8,0.8,0.85,0.82,<1
DEL18DT,2021-05-29,0.95,0.85,0.9,1.1,1,1,0.97,E12
DEL18DT,2021-05-09,0.7,0.7,0.7,0.7,0.75,0.75,0.72,<1
DEL18DT,2021-05-22,0.95,0.9,0.85,0.85,0.85,0.85,0.88,<1
DEL18DT,2021-05-16,0.8,0.75,0.85,0.8,0.8,0.9,0.82,<1
DEL18DT,2021-05-28,1.3,1.3,1.3,1.1,0.9,1.1,1.17,<1
DEL18DT,2021-05-27,1.3,1.2,1.3,1.3,1.4,1.5,1.33,E1
DEL18DT,2021-05-26,1.2,1.4,1.3,1.4,1.2,1.3,1.3,E2
DEL18DT,2021-05-23,0.9,0.85,0.85,0.9,0.95,0.9,0.89,E1
DEL18DT,2021-05-02,0.75,0.75,0.75,0.85,0.9,0.85,0.81,<1
DEL18DT,2021-05-03,0.85,1.1,0.75,0.8,0.8,0.8,0.85,<1
DEL18DT,2021-05-12,0.8,0.8,0.8,0.75,0.75,0.75,0.78,E2
DEL18DT,2021-05-21,0.85,0.95,0.95,0.95,0.85,0.9,0.91,<1
DEL18DT,2021-05-11,0.7,0.7,0.7,0.8,0.8,0.85,0.76,<1
DEL18DT,2021-05-10,0.8,0.7,0.7,0.7,0.65,0.65,0.7,E1
DEL18DT,2021-05-30,0.95,0.95,0.95,0.95,0.95,1,0.96,E5
DEL18DT,2021-05-18,0.85,0.9,0.85,0.8,0.9,0.85,0.86,<1
DEL18DT,2021-05-01,0.65,0.7,0.8,0.75,0.7,0.75,0.73,<1
DEL18DT,2021-05-13,0.75,0.7,0.75,0.9,0.7,0.7,0.75,<1
DEL18DT,2021-05-15,0.8,0.75,0.8,0.85,0.85,0.75,0.8,<1
DEL18DT,2021-05-17,0.85,0.85,0.85,0.8,0.9,1,0.88,<1
DEL18DT,2021-05-07,0.7,0.7,0.7,0.75,0.85,0.8,0.75,<1
DEL18DT,2021-06-25,0.75,0.75,0.75,0.7,0.8,0.85,0.77,E1
DEL18DT,2021-06-12,0.8,0.85,0.8,0.85,0.8,0.85,0.83,<1
DEL18DT,2021-06-07,0.85,0.9,0.9,0.95,1.1,0.9,0.93,<1
DEL18DT,2021-06-04,1.1,0.85,0.85,0.95,0.95,0.9,0.93,<1
DEL18DT,2021-06-29,0.85,0.85,0.75,0.75,0.75,0.85,0.8,E1
DEL18DT,2021-06-17,0.8,0.75,0.75,0.95,0.8,0.85,0.82,<1
DEL18DT,2021-06-18,0.85,0.85,0.8,0.85,0.9,0.95,0.87,<1
DEL18DT,2021-06-09,0.8,0.8,0.85,0.95,0.9,0.9,0.87,E1
DEL18DT,2021-06-01,1.1,1,0.95,1,1.2,1.1,1.06,E5
DEL18DT,2021-06-16,1,0.85,0.95,0.75,0.8,0.75,0.85,<1
DEL18DT,2021-06-21,0.8,0.85,0.8,0.8,0.8,0.9,0.83,E2
